univ	ut	au	tu_au	lumc_au	leiden_au
leiden univ	000413496200012	2	0	0	1
leiden univ	000261765000008	3	0	0	1
tu delft	000300174500038	3	1	0	0
tu delft	000407461700021	4	0	0	0
tu delft	000295357100010	5	0	0	0
leiden univ	000361053400010	9	0	0	5
tu delft	000375120500007	4	4	0	0
leiden univ	000377990300038	23	0	0	0
leiden univ	000260361100004	7	0	0	1
leiden univ	000313232400003	1	0	0	1
leiden univ	000331587902613	13	0	0	2
leiden univ	000260332400011	7	0	0	4
leiden univ	000270935500010	7	0	0	1
tu delft	000350091800009	6	2	0	0
leiden univ	000258046700012	7	0	0	1
tu delft	000274354800021	2	2	0	0
leiden univ	000301737400036	10	0	0	10
leiden univ	000266338000001	2	0	0	2
leiden univ	000356426902440	12	0	0	1
leiden univ	000208863800073	5	0	0	5
leiden univ	000374845400012	4	0	0	4
leiden univ	000368375403032	10	0	0	7
leiden univ	000269832500010	5	0	0	3
leiden univ	000255956900002	1	0	0	1
tu delft	000343852000011	7	4	0	2
tu delft	000372457600602	4	0	0	0
leiden univ	000322629200010	1	0	0	1
lumc	000273944000001	5	0	0	3
tu delft	000297589200009	4	4	0	0
tu delft	000350558300010	5	1	0	0
tu delft	000357554700001	4	3	0	0
tu delft	000319296200009	1	1	0	0
leiden univ	000281180200011	11	0	0	4
leiden univ	000350076900108	4	0	0	4
leiden univ	000276594200007	10	0	0	1
tu delft	000265716600001	3	1	0	0
leiden univ	000353075100009	7	0	0	3
leiden univ	000321957200001	10	0	0	4
leiden univ	000265525400011	6	0	0	3
leiden univ	000290656300024	7	0	0	1
leiden univ	000315689600002	2	0	0	1
tu delft	000285235100015	5	1	0	0
tu delft	000275709300003	1	1	0	0
leiden univ	000318743400004	4	0	0	2
tu delft	000284508900004	1	1	0	0
leiden univ	000267650500003	14	0	0	1
leiden univ	000365507300008	20	0	0	1
leiden univ	000279766800079	6	0	0	0
tu delft	000335293700011	3	3	0	0
leiden univ	000311031700069	6	0	0	2
tu delft	000377415200039	4	4	0	0
leiden univ	000264768600070	7	0	0	2
leiden univ	000286484000001	7	0	0	7
leiden univ	000272042300049	10	0	0	5
tu delft	000397312800032	5	3	0	0
leiden univ	000305936800001	5	0	0	1
leiden univ	000361192100015	1	0	0	1
lumc	000289409300132	12	0	1	6
leiden univ	000414889800013	2	0	0	2
leiden univ	000386409000006	18	0	0	2
leiden univ	000302615200053	32	0	0	1
lumc	000282573300039	6	0	0	6
tu delft	000209669800007	2	1	0	0
tu delft	000289821800010	3	1	0	0
leiden univ	000282488000032	4	0	0	1
leiden univ	000254359200430	9	0	0	9
leiden univ	000272341800024	8	0	0	2
tu delft	000336877400001	5	2	0	0
tu delft	000418774200011	5	2	0	0
leiden univ	000368852100003	3	0	0	3
leiden univ	000292752800010	5	0	1	3
leiden univ	000346917302094	8	0	0	4
leiden univ	000288008700018	8	0	1	1
tu delft	000209436300016	2	1	0	0
lumc	000347406700014	5	0	0	4
leiden univ	000372708000042	3	0	0	3
leiden univ	000370241900001	95	0	0	2
leiden univ	000386003700001	6	0	0	1
leiden univ	000260334800021	9	0	0	2
tu delft	000385056000007	3	2	0	0
leiden univ	000425446900001	30	0	0	1
leiden univ	000289195400192	32	0	0	1
leiden univ	000260596000008	7	0	0	4
leiden univ	000303175700002	1	0	0	1
leiden univ	000341294200021	18	0	0	4
leiden univ	000355386300013	2	0	0	2
leiden univ	000372324200007	4	0	0	0
leiden univ	000371825900010	7	0	0	5
leiden univ	000263858500003	9	0	0	4
leiden univ	000294442900025	7	0	0	7
leiden univ	000263287300012	3	0	0	3
lumc	000398196800121	19	0	0	1
leiden univ	000291730000016	4	0	0	3
leiden univ	000418419000006	6	0	0	1
leiden univ	000306124100014	12	0	0	7
leiden univ	000298306300006	12	0	0	1
tu delft	000418097500008	5	2	0	0
leiden univ	000312645200003	1	0	0	1
tu delft	000280997700020	2	1	0	0
leiden univ	000332471500003	46	0	0	6
leiden univ	000373357600551	14	0	0	3
leiden univ	000321777100010	6	0	0	3
lumc	000349233803023	44	0	0	2
tu delft	000334481300012	1	1	0	0
leiden univ	000415692100007	8	0	0	4
tu delft	000288672100007	3	1	0	0
tu delft	000314720200002	5	2	0	0
leiden univ	000209816100741	6	0	0	5
tu delft	000369190800026	4	3	0	0
leiden univ	000326734500067	4	0	0	2
tu delft	000382133200011	1	1	0	0
leiden univ	000378661800028	11	0	0	2
tu delft	000401398600007	2	2	0	0
tu delft	000311477800004	3	3	0	0
leiden univ	000215799101123	7	0	0	1
leiden univ	000287598100006	4	0	0	3
leiden univ	000338430700083	9	0	0	1
leiden univ	000361089700047	4	0	0	4
leiden univ	000348134000036	9	0	0	1
leiden univ	000382981500010	3	0	0	1
leiden univ	000398425700071	1	0	0	1
leiden univ	000307504100018	98	0	0	4
leiden univ	000357950900046	10	0	0	0
leiden univ	000360551200004	13	0	0	3
tu delft	000355891300024	8	3	0	0
tu delft	000271666800011	7	1	0	0
leiden univ	000313484800001	3	0	0	2
leiden univ	000361961700630	7	0	0	7
tu delft	000365366200044	3	3	0	0
tu delft	000363831900075	6	3	0	0
leiden univ	000208702705074	6	0	0	6
leiden univ	000365932000008	2	0	0	2
leiden univ	000333337100033	2	0	0	2
tu delft	000406795700001	10	10	0	0
leiden univ	000259971500016	6	0	0	1
leiden univ	000295042500015	10	0	0	2
leiden univ	000405465400001	16	0	0	1
leiden univ	000317361400025	6	0	0	1
tu delft	000342616300019	13	1	0	0
leiden univ	000378413000009	6	0	0	1
tu delft	000280498200009	4	1	0	0
leiden univ	000325359203492	11	0	0	7
leiden univ	000267046900007	3	0	0	1
tu delft	000384776100033	2	2	0	0
leiden univ	000400864200001	10	0	0	3
leiden univ	000339546900002	2	0	0	1
leiden univ	000375091500020	7	0	0	3
tu delft	000271105300007	4	4	0	0
leiden univ	000296976500012	6	0	0	6
leiden univ	000293949000001	3	0	0	2
leiden univ	000300228700006	3	0	0	1
leiden univ	000397972200007	2	0	0	1
tu delft	000274028800008	2	2	0	0
leiden univ	000355757800062	12	0	0	2
leiden univ	000343964900003	1	0	0	1
leiden univ	000291634200001	5	0	0	2
leiden univ	000277358100006	6	0	0	1
tu delft	000353749400009	3	1	0	0
lumc	000294060000005	8	0	1	0
leiden univ	000272359900027	9	0	0	6
leiden univ	000332162906452	8	0	0	6
tu delft	000270645300001	4	2	0	0
leiden univ	000270701100004	5	0	0	5
tu delft	000265373500012	1	1	0	0
tu delft	000325242100007	7	5	0	0
leiden univ	000340831800002	13	0	0	1
tu delft	000268984700010	3	2	0	0
leiden univ	000413181400146	1	0	0	1
leiden univ	000279051301455	5	0	0	5
tu delft	000379026800003	2	1	0	0
tu delft	000373537200010	1	1	0	0
lumc	000263165100007	18	0	0	0
tu delft	000302323700008	4	2	0	0
tu delft	000331344800022	7	2	0	0
tu delft	000383813600021	3	2	0	0
tu delft	000262985300004	2	0	0	0
tu delft	000257861900020	4	3	0	0
tu delft	000255954900005	10	1	0	0
leiden univ	000314487000020	5	0	0	3
tu delft	000259556700009	3	3	0	0
leiden univ	000356338500031	2	0	0	2
tu delft	000391780500022	5	5	0	0
leiden univ	000314049602151	49	0	0	1
leiden univ	000323393100009	4	0	0	1
tu delft	000266491800008	4	3	0	0
leiden univ	000299738703344	18	0	0	2
leiden univ	000329438000001	3	0	0	1
tu delft	000252792000009	4	3	0	0
leiden univ	000276455100514	7	0	0	1
leiden univ	000299775500005	6	0	0	1
tu delft	000290083400006	3	1	0	0
lumc	000260090300025	2	0	0	0
leiden univ	000297468800007	4	0	0	1
tu delft	000340022300030	9	3	0	0
tu delft	000329910500026	24	2	0	0
tu delft	000216445400001	3	1	0	0
leiden univ	000317260700007	5	0	0	2
tu delft	000336738500005	6	4	0	1
tu delft	000273164600002	1	1	0	0
tu delft	000407406200010	4	1	0	0
leiden univ	000288115800018	13	0	0	11
leiden univ	000290044100004	1	0	0	1
leiden univ	000408480100028	6	0	0	1
lumc	000411824100590	5	0	0	3
leiden univ	000376578700008	3	0	0	3
lumc	000378063200012	17	0	0	1
leiden univ	000258660201664	8	0	0	5
leiden univ	000317069600002	7	0	0	1
tu delft	000383968200007	8	0	0	0
leiden univ	000404494300041	11	0	0	11
leiden univ	000390773800005	12	0	0	1
leiden univ	000288480100012	7	0	0	5
leiden univ	000258192200003	7	1	0	3
leiden univ	000424355300148	10	0	0	7
leiden univ	000270399700014	5	0	0	2
leiden univ	000351042700001	3	1	0	1
leiden univ	000404961300008	3	0	0	3
leiden univ	000311029900013	3	0	0	0
tu delft	000324155000004	4	4	0	0
leiden univ	000342926300019	7	0	0	1
tu delft	000376255200005	2	2	0	0
leiden univ	000336121600003	5	0	0	1
leiden univ	000292959200003	5	0	0	5
leiden univ	000357240600002	1	0	0	1
leiden univ	000267266500021	9	0	0	1
leiden univ	000356748800005	2	0	0	2
tu delft	000412074000044	8	2	0	0
leiden univ	000405855600001	11	0	0	2
leiden univ	000325299601007	17	0	0	1
leiden univ	000300702200007	6	0	0	1
leiden univ	000334159800112	6	0	0	6
leiden univ	000281790000018	9	0	0	1
tu delft	000275791000008	4	3	0	0
leiden univ	000286430800037	2	0	0	0
leiden univ	000215799103691	10	0	0	5
tu delft	000293135900005	3	3	0	0
tu delft	000320291400023	3	1	0	0
leiden univ	000367726701064	10	0	0	2
tu delft	000332170400002	3	1	0	0
tu delft	000284749900003	1	1	0	0
leiden univ	000411824102352	11	0	0	1
leiden univ	000318569000140	8	0	0	1
leiden univ	000417793400003	2	0	0	1
tu delft	000279322000002	4	4	0	0
leiden univ	000260953600011	5	0	0	4
leiden univ	000268206500015	18	0	0	1
leiden univ	000277018001105	9	0	0	1
leiden univ	000320367100009	6	0	0	4
tu delft	000296936200002	3	3	0	0
tu delft	000355687900005	3	2	0	0
leiden univ	000374172100009	3	0	0	2
tu delft	000339273800001	2	2	0	0
leiden univ	000288093500002	7	0	0	7
leiden univ	000332162905422	8	0	0	1
leiden univ	000258473200011	8	0	0	3
tu delft	000290376900005	4	1	0	0
leiden univ	000312364000008	13	0	0	3
leiden univ	000389519600003	13	0	0	11
tu delft	000272833800013	8	3	0	0
tu delft	000296707100022	8	1	0	0
tu delft	000317852800004	5	5	0	0
leiden univ	000317848800004	11	0	0	0
leiden univ	000348521900008	19	0	0	6
tu delft	000341574100009	3	2	0	0
leiden univ	000302121700030	12	0	0	2
leiden univ	000215765800149	8	0	0	8
leiden univ	000289179900005	3	0	0	3
leiden univ	000258222800033	8	0	0	1
tu delft	000303461600001	16	1	0	0
tu delft	000264581100011	3	1	0	0
tu delft	000372189100014	6	2	0	0
tu delft	000305019300001	4	2	0	0
leiden univ	000356426904226	12	0	0	3
leiden univ	000304385500127	10	0	0	2
leiden univ	000411824100458	10	0	0	1
leiden univ	000293115800014	5	0	0	1
leiden univ	000359499900015	6	0	0	6
leiden univ	000376653802109	12	0	0	4
leiden univ	000312246900009	13	0	0	2
tu delft	000266409000001	6	1	0	0
leiden univ	000390438100010	6	0	0	3
leiden univ	000362289300001	8	0	0	1
tu delft	000332483700015	7	1	0	0
leiden univ	000343247200022	17	0	0	1
leiden univ	000302817000017	6	0	0	1
leiden univ	000418746600008	1	0	0	1
leiden univ	000326585300003	4	0	0	4
tu delft	000381626700031	2	2	0	0
leiden univ	000317585200005	1	0	0	0
leiden univ	000412873800001	10	0	0	1
leiden univ	000401001500033	11	0	0	1
tu delft	000324449700013	4	1	0	0
leiden univ	000402740200033	2	0	0	2
tu delft	000275301000001	4	2	0	0
leiden univ	000294477200010	4	0	0	1
tu delft	000327851700028	6	1	0	0
leiden univ	000322755300018	1	0	0	1
tu delft	000357909400013	3	3	0	0
tu delft	000325283100014	6	3	0	0
leiden univ	000272725800090	7	0	0	1
tu delft	000318501700004	4	4	0	0
tu delft	000291982804620	2	2	0	0
leiden univ	000301911000048	5	0	0	1
leiden univ	000356668400021	4	0	0	4
lumc	000277611300173	13	0	0	1
tu delft	000331853000002	2	2	0	0
leiden univ	000298018000019	5	0	0	2
tu delft	000312617100034	2	1	0	0
tu delft	000340305000035	9	2	0	0
leiden univ	000340627400001	4	0	0	4
tu delft	000301317600002	5	1	0	0
lumc	000328003900015	8	0	0	5
leiden univ	000257564800019	23	0	0	3
leiden univ	000287200200026	5	0	0	4
tu delft	000368954600013	6	2	0	0
leiden univ	000301775400006	5	0	0	5
leiden univ	000296144800019	3	0	0	1
leiden univ	000372599600063	10	0	0	2
leiden univ	000325102500021	4	0	0	2
tu delft	000319251800003	3	2	0	0
leiden univ	000324478400086	8	0	0	1
tu delft	000286859400012	1	1	0	0
leiden univ	000418393300113	6	1	0	4
leiden univ	000368625700332	7	0	0	2
tu delft	000349942200003	6	1	0	0
leiden univ	000411824103047	9	0	0	1
leiden univ	000364981700004	25	0	0	3
lumc	000365624500013	7	0	0	1
leiden univ	000405480900012	18	2	0	0
leiden univ	000252750600003	2	0	0	2
tu delft	000410619800003	12	3	0	0
leiden univ	000289627800003	3	0	0	3
tu delft	000262296200003	6	4	0	0
leiden univ	000406888100416	9	0	0	0
leiden univ	000269973700004	8	0	0	2
leiden univ	000341080300011	7	0	0	2
tu delft	000317952300013	4	1	0	0
leiden univ	000304099300016	5	0	0	2
tu delft	000407208000047	3	2	0	0
tu delft	000348996200078	6	6	0	0
tu delft	000332039200014	5	1	0	0
tu delft	000362905200013	3	1	0	0
tu delft	000290175000012	3	2	0	0
lumc	000266881900003	5	0	0	1
leiden univ	000319567900034	5	0	0	3
leiden univ	000355283700007	3	0	0	1
leiden univ	000266617900013	5	0	0	5
leiden univ	000259889300001	4	0	0	1
leiden univ	000360863500001	7	0	0	1
lumc	000297576600036	7	0	0	3
lumc	000423235201338	9	0	0	7
tu delft	000363422100078	5	1	0	0
tu delft	000387722600007	2	1	0	0
tu delft	000295230900019	6	3	0	0
leiden univ	000385714500020	7	0	0	1
leiden univ	000313838904143	5	0	0	1
leiden univ	000294835000006	7	0	0	1
leiden univ	000418385700001	8	0	0	4
leiden univ	000258757500033	7	0	0	1
tu delft	000304772800003	3	1	0	0
leiden univ	000405135200010	7	0	0	1
tu delft	000319257100031	5	3	0	0
lumc	000271912500001	10	0	0	1
leiden univ	000208702602040	9	0	0	1
tu delft	000353867000007	4	4	0	0
leiden univ	000406014600026	51	0	0	3
leiden univ	000397999001224	7	0	0	2
leiden univ	000372434600012	2	0	0	1
leiden univ	000281008800010	2	0	0	2
leiden univ	000392843200115	9	0	0	9
leiden univ	000283452900036	12	0	0	8
leiden univ	000305293500010	2	0	0	2
tu delft	000287777100007	4	1	0	0
lumc	000279275700013	10	0	1	9
tu delft	000346552100008	1	1	0	0
leiden univ	000295817500047	5	0	0	5
leiden univ	000359280700002	17	0	0	1
tu delft	000272639900015	6	1	0	0
tu delft	000208181800009	1	1	0	0
tu delft	000264058900019	3	3	0	0
leiden univ	000351880000144	8	0	0	8
leiden univ	000375318300056	3	0	0	0
tu delft	000368394400018	4	3	0	0
leiden univ	000417143401134	9	0	0	4
leiden univ	000278414900015	6	0	0	5
leiden univ	000342331400248	17	0	0	1
leiden univ	000411824100415	7	0	0	3
tu delft	000346140100044	8	1	0	0
tu delft	000289341200009	4	4	0	0
leiden univ	000389390700011	10	0	0	1
tu delft	000354591000006	6	3	0	0
leiden univ	000284072600011	9	0	0	4
tu delft	000400364300002	4	4	0	0
leiden univ	000356516400005	9	0	0	1
tu delft	000207857803107	3	2	0	0
leiden univ	000388796400001	7	0	0	1
lumc	000411324005130	20	0	0	1
leiden univ	000269804100694	1	0	0	1
leiden univ	000355775500010	7	0	0	7
tu delft	000347568300003	4	2	0	0
leiden univ	000291047600009	3	0	0	0
leiden univ	000384683900001	10	0	0	5
leiden univ	000335564000017	20	0	0	2
tu delft	000359939900003	3	3	0	0
leiden univ	000368940600001	5	0	0	1
leiden univ	000381347300001	8	0	0	2
leiden univ	000368831200017	4	0	0	3
tu delft	000311263300002	1	1	0	0
leiden univ	000260330100373	6	0	0	6
leiden univ	000365291100014	8	0	0	7
leiden univ	000378840100019	21	0	0	1
leiden univ	000328665100017	2	0	0	2
tu delft	000256111200111	4	4	0	0
tu delft	000303276000001	6	2	0	0
leiden univ	000350341700019	1	0	0	1
tu delft	000375270600002	5	1	0	0
leiden univ	000273347200008	4	0	0	1
tu delft	000353148600004	2	1	0	0
leiden univ	000208702502009	10	0	0	1
leiden univ	000347586000004	5	0	0	5
tu delft	000256855100006	5	2	0	0
leiden univ	000300684800006	2	0	0	2
tu delft	000355158200002	4	4	0	0
tu delft	000274342200027	15	1	0	0
tu delft	000347494900038	1	1	0	0
leiden univ	000315767600023	10	0	0	8
leiden univ	000331833601015	6	0	0	6
leiden univ	000343423300067	6	0	0	6
leiden univ	000348138000003	3	0	0	2
leiden univ	000271949400010	9	0	0	4
tu delft	000375612000004	5	4	0	0
tu delft	000313459900026	3	2	0	0
leiden univ	000308882000201	5	0	0	2
tu delft	000387900900003	3	1	0	0
tu delft	000251917900004	4	1	0	0
tu delft	000348977600022	3	3	0	0
leiden univ	000281879400002	4	0	0	4
tu delft	000327647500010	6	5	0	0
tu delft	000359576400004	7	3	0	0
leiden univ	000268830800018	1	0	0	1
leiden univ	000403604000001	5	0	0	0
leiden univ	000270700900024	7	0	0	4
tu delft	000400723200041	10	1	0	0
tu delft	000332039200064	4	1	0	0
leiden univ	000384722600092	4	0	0	2
leiden univ	000354371200017	19	0	0	1
leiden univ	000395350500001	4	0	0	1
tu delft	000300812300008	6	1	0	0
tu delft	000293962300001	2	1	0	0
leiden univ	000208724400044	6	0	0	6
leiden univ	000269295500042	16	0	0	2
leiden univ	000372265800073	17	0	0	4
leiden univ	000267599300026	6	0	0	6
tu delft	000334507000020	3	1	0	0
tu delft	000285203900010	2	1	0	0
tu delft	000280048400001	5	3	0	0
leiden univ	000392325200040	10	0	0	1
leiden univ	000256856900004	8	0	1	3
leiden univ	000309748300395	13	0	0	6
tu delft	000342172800010	3	3	0	0
leiden univ	000273843900011	6	0	0	1
leiden univ	000337646000071	3	0	0	3
leiden univ	000272180900040	6	0	0	1
leiden univ	000323865800665	7	0	0	1
leiden univ	000341636100020	15	0	0	2
leiden univ	000368731900010	4	0	0	4
leiden univ	000301066500030	4	0	0	4
leiden univ	000374100400012	14	0	0	1
leiden univ	000415867900007	16	0	0	13
tu delft	000319908600012	5	1	0	4
leiden univ	000281757400028	7	0	0	6
leiden univ	000364355400017	8	0	0	2
tu delft	000272941100003	2	1	0	0
tu delft	000352608000018	4	1	0	0
leiden univ	000368692600074	11	0	0	4
tu delft	000415355900016	3	2	0	0
leiden univ	000363832100047	14	0	0	1
leiden univ	000253127600214	6	0	0	3
leiden univ	000278648500010	18	0	0	1
leiden univ	000261607400012	1	0	0	1
leiden univ	000318747100129	5	0	0	3
tu delft	000361527800004	6	2	0	0
leiden univ	000320472000032	35	0	0	3
leiden univ	000370764900008	1	0	0	1
leiden univ	000339997000005	9	0	0	1
leiden univ	000361160500110	12	0	0	1
tu delft	000361468800030	4	4	0	0
leiden univ	000388330300008	1	0	0	1
tu delft	000281942900032	2	2	0	0
leiden univ	000387801900004	4	0	0	1
tu delft	000395028800017	4	1	0	0
leiden univ	000366086800143	5	0	0	2
tu delft	000406273500003	2	1	0	0
leiden univ	000378417100015	58	0	0	3
tu delft	000418774200010	3	3	0	0
leiden univ	000319508800013	13	0	0	2
leiden univ	000313539400011	5	0	0	4
lumc	000383893200135	6	0	0	5
leiden univ	000382804300152	3	0	0	2
leiden univ	000209772500001	205	0	0	1
leiden univ	000281531906208	9	0	0	8
tu delft	000330096000010	3	1	0	1
tu delft	000413364200005	3	2	0	0
leiden univ	000335706400019	10	0	0	8
leiden univ	000409391200071	8	0	0	1
tu delft	000299486500001	2	2	0	0
leiden univ	000272649300068	4	0	0	4
tu delft	000412607200050	3	3	0	0
leiden univ	000404098500023	13	0	0	1
leiden univ	000258315300015	1	0	0	1
leiden univ	000269796000002	3	0	0	3
tu delft	000381473600004	3	1	0	0
tu delft	000340812300055	6	4	0	0
leiden univ	000398160700002	14	0	0	1
tu delft	000356526600019	8	1	0	0
leiden univ	000363826800007	4	0	0	3
leiden univ	000332162906009	10	0	0	10
leiden univ	000309748301094	8	0	0	1
tu delft	000262892800069	5	5	0	0
leiden univ	000334197200005	10	0	0	2
leiden univ	000417615000007	12	0	0	4
tu delft	000274791800001	6	0	0	0
lumc	000275558601029	7	0	0	3
leiden univ	000404971600016	1	0	0	1
leiden univ	000288455700028	5	0	0	5
tu delft	000280040700010	3	3	0	0
tu delft	000407406200006	3	1	0	1
tu delft	000289995100003	2	2	0	0
leiden univ	000413181000001	7	0	0	5
leiden univ	000404253300020	30	0	0	0
leiden univ	000281913600001	4	0	0	4
leiden univ	000315244200036	4	0	0	2
leiden univ	000260427100016	5	0	0	1
leiden univ	000401885800008	9	0	0	6
leiden univ	000395821900052	5	0	0	2
leiden univ	000328146700003	5	0	0	1
leiden univ	000292184600016	22	0	0	4
leiden univ	000361270900029	1	0	0	1
leiden univ	000293058700001	3	0	0	2
leiden univ	000376159600014	62	1	0	3
leiden univ	000275838900002	35	1	0	1
tu delft	000265361600001	2	2	0	0
leiden univ	000359649700180	9	0	0	2
lumc	000319025201029	6	0	0	4
tu delft	000320073100007	3	3	0	0
tu delft	000343392200004	3	3	0	0
tu delft	000393246300001	7	1	0	0
leiden univ	000396010400003	8	0	0	0
tu delft	000258054400004	2	1	0	0
leiden univ	000325554800027	4	0	0	1
leiden univ	000290485500006	4	0	0	2
leiden univ	000272521300008	1	0	0	1
tu delft	000383003600038	4	4	0	0
leiden univ	000270918800006	7	0	0	6
leiden univ	000371557800005	5	0	0	5
tu delft	000349062900038	4	1	0	0
tu delft	000388828400013	3	3	0	0
leiden univ	000286315500005	7	0	0	7
tu delft	000368688800002	4	1	0	0
lumc	000254250500020	8	0	0	2
leiden univ	000400504900004	28	0	0	4
lumc	000333765300004	18	0	0	2
leiden univ	000404892100007	2	0	0	1
leiden univ	000209370401339	5	0	0	5
leiden univ	000381262100077	2	0	0	2
leiden univ	000337979600011	2	0	0	2
leiden univ	000397241300004	3	0	0	1
leiden univ	000298340300014	6	0	0	3
leiden univ	000297712200004	1	0	0	1
tu delft	000408729200043	6	1	0	0
leiden univ	000262831400008	3	1	0	2
leiden univ	000307297000010	8	0	0	4
tu delft	000309510100011	3	2	0	0
leiden univ	000309461900026	1	0	0	1
leiden univ	000366200402279	10	0	0	2
lumc	000279449500008	11	0	0	2
tu delft	000253868400009	4	3	0	0
leiden univ	000308897700010	3	0	0	2
tu delft	000415820100012	3	2	0	0
tu delft	000269811500032	6	2	0	0
leiden univ	000375654000012	3	0	0	2
tu delft	000355926300004	16	1	0	0
leiden univ	000380515600011	8	0	0	5
tu delft	000339732200002	1	1	0	0
leiden univ	000353611200009	5	0	0	3
leiden univ	000389133100002	1	0	0	1
tu delft	000347986300001	3	3	0	0
leiden univ	000256442300006	3	0	0	2
leiden univ	000254991400002	4	0	0	4
leiden univ	000288030500018	5	0	0	1
leiden univ	000208852005583	8	0	0	4
tu delft	000366044900005	3	1	0	0
tu delft	000318867100053	11	1	0	0
tu delft	000398752200044	5	3	0	0
leiden univ	000405144700022	9	0	0	9
leiden univ	000401056601709	8	0	0	2
tu delft	000414506600037	9	1	0	0
leiden univ	000255748300019	8	0	0	7
tu delft	000277297300020	6	2	0	0
leiden univ	000408211700016	17	0	0	1
leiden univ	000283174800007	8	0	0	5
leiden univ	000285566000013	7	0	0	1
leiden univ	000298296400015	7	0	0	1
tu delft	000380596200005	3	3	0	0
tu delft	000333881500024	5	5	0	0
leiden univ	000419064400009	7	0	0	1
leiden univ	000329543900234	11	0	0	10
tu delft	000300529100036	4	1	0	0
tu delft	000413321800016	4	3	0	0
tu delft	000393047800010	5	1	0	0
leiden univ	000411508200001	3	2	0	1
leiden univ	000285857400004	1	0	0	1
leiden univ	000255814300001	3	0	0	3
tu delft	000257892500002	4	4	0	0
leiden univ	000346609500027	11	0	0	11
tu delft	000270432400006	4	1	0	0
leiden univ	000381241000010	3	0	0	3
leiden univ	000286298800016	2	0	0	1
leiden univ	000379456400011	7	0	0	5
leiden univ	000262851900010	5	0	0	5
tu delft	000308035400007	6	1	0	0
tu delft	000314761300008	3	3	0	0
leiden univ	000253628200017	9	0	0	2
leiden univ	000302868300001	4	0	0	4
leiden univ	000394783300002	3	0	0	2
leiden univ	000270123400009	8	0	0	8
tu delft	000394062600033	11	1	0	0
leiden univ	000252862000139	2	0	0	2
leiden univ	000262962700005	4	0	0	4
tu delft	000303360000009	4	4	0	0
tu delft	000412138800011	12	3	0	7
tu delft	000317887200005	5	1	0	0
leiden univ	000369070900007	7	0	0	2
leiden univ	000302030500001	4	0	0	1
tu delft	000310643600017	3	3	0	0
tu delft	000347754200007	3	1	0	0
leiden univ	000272701900006	6	0	0	1
leiden univ	000263683000003	10	0	0	1
leiden univ	000272754800001	1	0	0	1
lumc	000256683201375	9	0	0	1
leiden univ	000319541600001	1	0	0	1
leiden univ	000352749400005	7	0	0	0
leiden univ	000334519400018	10	0	0	7
leiden univ	000284285500010	48	0	0	2
lumc	000209816100630	1	0	0	1
leiden univ	000342120000002	4	0	0	4
leiden univ	000302473200001	27	0	0	4
tu delft	000295764900008	4	2	0	0
leiden univ	000401523100292	22	0	0	3
leiden univ	000391783800002	4	0	0	1
leiden univ	000253980700039	2	0	0	2
leiden univ	000321828300027	8	0	0	7
tu delft	000336467300033	10	6	0	0
tu delft	000275713400007	3	3	0	0
leiden univ	000380918500014	7	0	0	5
leiden univ	000335457000058	33	0	0	3
leiden univ	000356923400001	4	0	0	1
tu delft	000305653100009	4	4	0	0
tu delft	000378360600049	5	3	0	0
leiden univ	000324008700002	7	0	0	2
leiden univ	000281631500026	5	0	0	2
leiden univ	000397985600006	3	0	0	1
leiden univ	000310675400054	41	0	0	1
tu delft	000345253800025	6	2	0	0
tu delft	000254419100010	2	2	0	0
leiden univ	000344734300006	10	0	0	4
tu delft	000323902000032	7	5	0	0
tu delft	000289343300007	2	1	0	0
leiden univ	000261232600013	4	0	0	2
leiden univ	000283608600009	10	0	0	7
leiden univ	000269912000013	3	0	0	1
leiden univ	000344384905076	9	0	0	4
leiden univ	000336494800047	21	0	0	1
leiden univ	000402252100006	5	0	0	5
leiden univ	000343932100012	10	0	0	1
tu delft	000257447700006	3	2	0	0
leiden univ	000343746700008	11	0	0	1
leiden univ	000340237900004	4	0	0	1
tu delft	000257534100004	4	1	0	0
tu delft	000288255300006	1	1	0	0
leiden univ	000364958300001	7	0	0	2
tu delft	000379457200009	4	1	0	3
leiden univ	000208898503125	6	0	0	1
leiden univ	000327147600014	5	0	0	2
tu delft	000377737100035	5	5	0	0
leiden univ	000315551100024	4	0	0	4
leiden univ	000333034300008	4	0	0	2
leiden univ	000381741600012	4	2	0	1
leiden univ	000378087500012	15	0	0	5
leiden univ	000419669500023	1	0	0	1
leiden univ	000324989000021	20	0	0	2
leiden univ	000338681500099	10	0	0	1
tu delft	000307260000005	6	6	0	0
leiden univ	000328580300017	5	0	0	0
leiden univ	000416982100195	12	0	0	2
tu delft	000272004400004	5	5	0	0
leiden univ	000294561400017	10	0	0	3
leiden univ	000341378000009	3	0	0	3
tu delft	000413377000002	4	1	0	0
tu delft	000382793500074	7	2	0	0
tu delft	000339667900005	2	1	0	0
leiden univ	000296208200023	7	0	0	1
leiden univ	000369431700015	12	0	0	2
leiden univ	000273493900013	12	0	1	3
tu delft	000277796300004	6	1	0	0
leiden univ	000335405800002	1	0	0	1
leiden univ	000293138300009	10	0	0	4
lumc	000346919800082	1	0	0	1
leiden univ	000405286200018	12	0	0	0
leiden univ	000306216300007	61	0	0	1
leiden univ	000396402700016	17	0	0	1
leiden univ	000417889000026	8	0	0	8
leiden univ	000290069000003	5	0	0	3
