to	from	weight
4842134	5556380	1
34536919	29557122	1
22977241	45218754	1
40690690	14925219	2
26907017	38585294	1
33072551	14476281	1
22371030	26587299	53
39838345	37964706	7
44143164	22972871	1
31671288	28723072	1
33417088	8231987	1
14772367	24848993	1
51359149	22774516	4
29241786	43663594	1
10604567	49630926	1
21058158	43230235	1
14893743	37079901	1
7847672	3438622	1
13935331	7847672	1
21558751	42587657	1
1548730	12377560	2
28908315	17145015	1
18758441	13942013	1
17707749	7847213	1
26136393	12169030	1
3687606	11516994	1
9348525	24606429	1
47185969	14966817	4
14896686	36044509	1
21627007	31007783	2
5885514	6371474	1
49826123	45586910	1
45446438	31675876	1
4601789	9027077	1
35278035	31255314	1
3534598	4099723	1
20505662	13662140	2
23123204	26622891	1
37794927	10756203	1
3562239	46604571	3
51339126	33800547	1
49741993	31255314	4
8955874	28074286	1
23387922	22414470	1
2174139	9067143	1
17835781	19178325	1
6732714	21635689	2
7939396	33488423	6
28007960	22685997	1
12892815	37475699	1
21558803	2660017	1
23939856	780643	1
12777231	21908506	1
40687804	20740575	2
40558490	32853064	3
9557261	15971006	1
11461291	48932102	1
48503861	27982969	1
6732714	32107676	3
36116492	41705467	1
40046625	50414731	1
25146181	14764042	1
45057745	41922415	1
24635680	24635679	2
37980632	2938719	22
45168202	9008947	2
40951417	19292916	1
4518146	32733041	2
37074412	50944644	4
45138878	7553648	7
20742911	8660969	1
5021107	43230235	38
752821	45257160	1
29075660	5377048	1
20156323	278429	1
14476281	30084098	2
18228225	32958442	2
41692896	25732960	1
16938545	49870205	1
1412403	20305088	1
39048977	10970270	2
46360827	36290649	1
10980695	3039442	1
38390427	2747674	5
35393026	8985990	1
43384006	50218430	1
5747748	37176576	1
25421848	29987714	1
7438589	29709594	1
21022844	22076760	4
34937133	17001211	2
9783713	14941681	8
28310583	12956840	1
45138878	24760991	1
40589000	22332734	3
19178325	47347399	4
50182069	44006947	1
37508293	41891244	2
5810178	33437392	2
12409125	38529012	1
19293262	29241786	2
46864056	13437922	1
8305567	37853692	3
30993188	34184386	4
31213045	28020639	1
24933800	33072551	3
7847672	31817395	5
36605976	31221194	1
23752112	15971006	1
49422250	48843624	1
17550963	32101215	1
18921468	38177140	2
41596313	33416874	1
28074351	48842669	1
7594511	19106696	7
11110297	21558751	1
1947872	37398719	4
41571458	12262792	1
12925918	24697037	2
13999338	48993123	1
32804293	50724152	1
9246399	12206522	1
21386410	20231607	2
5881737	33416874	1
33653689	27684490	3
4081205	14966817	14
11673208	3737639	4
4703245	40046964	1
5377048	11957006	1
50814923	8660969	1
31028916	27810395	1
39757127	44232350	1
31990531	39988957	16
9067143	14456531	2
37290218	2970456	1
37079901	11199437	1
42562557	47066903	3
44524725	28007960	1
7939396	27683948	2
29915760	38399410	1
28120083	29939295	1
34714442	37079901	1
19927677	34793670	3
2433201	33434247	4
3836364	45384564	4
9051468	7965926	1
1076152	8924600	1
797476	23122383	1
48541756	14177927	1
21852694	22977241	1
27623022	32679134	1
26579391	13171693	1
27006947	27403179	5
1423176	23406690	1
36230764	6194746	1
39810867	41028506	1
8180544	30084098	2
14577230	27948914	1
15140816	51339126	2
36071686	21908506	1
30084098	47580210	1
13790960	8830438	3
711605	33449014	4
33023652	1176303	1
45209008	10310156	2
48931652	50061356	4
34464951	26907065	1
6212800	26985784	1
1806576	5641040	1
33117407	33643764	1
36022600	29346428	1
26907017	8491755	1
21222585	22977241	1
33800547	43230235	5
27597294	5498615	2
48084433	39331732	3
36696923	50271527	1
28079947	4099723	2
51330433	17032126	5
8826508	42452922	1
6159676	8437702	2
1233737	30430056	1
8924600	16625972	1
13112915	28187182	6
12835075	49687056	1
34404007	27790208	1
28616048	37136281	1
34477383	27006947	1
50469310	23606107	1
32716052	9832337	2
2938719	37627357	1
3474352	3167160	1
47908745	50839549	3
27954310	47140790	1
26951148	29182324	1
12328295	21039056	2
24697037	9930289	1
36597913	33827967	1
7847213	39453798	1
1841064	32046459	1
24488041	35105022	1
37282017	9550461	5
30109452	20435898	1
51339126	21908506	41
40687804	2953534	1
16980395	9111867	1
286810	46542572	1
41351782	14766374	1
6111285	10121684	2
42165171	3975446	1
10970270	49405219	1
50396154	8042154	1
6890926	34728015	2
19980111	13134757	1
13536397	33045864	1
16625972	44218697	1
12370133	7097612	3
51153637	17550963	1
12512378	30819069	4
41554854	36225774	2
28007960	13658309	3
40602974	36033227	1
31536734	6647301	1
6124208	27935209	2
10263230	42178089	1
4649772	33825304	1
15971006	6592425	1
45534826	5895280	1
8951717	32679134	1
12151129	2938719	1
41350150	35459802	1
47521580	21558751	1
35459802	20851405	1
27284900	30159204	6
11169941	18217013	1
33709428	23965055	2
16718506	18193745	1
41360433	42790136	1
20409640	32679207	1
2124674	2009970	1
7975221	1364051	1
25706166	30891085	1
31485172	14966817	1
16998791	13006876	1
38406067	27826428	1
43230235	44068159	30
7603397	48275564	1
44364887	46679598	1
11574586	8180544	1
4344657	17187372	1
1233737	36342792	1
48925234	47301791	4
35393026	10818383	4
21558751	2986008	3
33800547	4886195	1
6899314	34858563	1
9051468	16930419	1
28728010	41141089	1
22220216	31965547	2
1879018	30941671	1
28145115	32196926	4
37509581	32716052	5
22422173	28627316	1
7854486	31113718	1
35199268	28391640	1
10078112	8137467	1
11488159	488782	1
17177285	5641040	1
40538329	43917345	4
23001332	14161668	1
42753296	7737616	1
1407326	15684806	1
42073492	35283296	1
43328035	19776056	1
8833987	21405397	1
37116319	37774969	1
51509353	7553648	5
45740143	12835075	1
44686806	29269935	1
31555571	29764520	3
6897220	28105102	9
29501066	29927300	1
28468378	39988957	42
9619945	16298611	1
34074374	33642640	1
49809661	10280558	2
36346470	21558751	9
34164256	43581697	1
27262033	26126603	3
12794321	39586412	1
35199104	2240951	2
14515422	34659942	1
28907776	752791	1
13175254	35542630	3
2543951	25609653	1
47157352	12193187	1
1436330	30158317	1
31664592	32609680	1
16053763	22470418	7
36116406	7969033	1
6064335	43230235	1
50975372	45723113	1
23590578	2240951	2
24689026	23965055	1
12968230	4518146	2
43230235	49800014	11
37447810	19307225	1
33386121	48001581	1
30084098	50987868	1
45481722	50878917	1
50409579	28682053	5
1051796	29915760	1
40603035	10355435	1
9783713	44770300	3
32030284	42124777	2
43230235	8237590	2
14764042	4834536	5
28327915	51526274	3
28790787	19226682	1
23837783	5967247	1
15154653	21009435	1
34546350	16998791	2
17585383	40016359	4
7048447	18857164	1
51164094	48682274	4
51499432	44990825	1
50376085	43230235	1
12925918	4118276	1
24460600	34793670	5
47154115	29731214	5
31029316	43848023	1
45138878	40400787	5
18806230	36024672	1
16105318	1403081	1
2851514	38104405	1
11487785	25079201	1
39838345	1573975	1
2479193	176533	2
25195065	16113327	1
38429063	18512875	1
13982968	37751247	1
14569286	40687729	1
8768669	29339901	1
31644157	46864419	1
20230178	27096605	1
48347083	21750382	1
23606120	30128063	1
49616897	23465571	1
37926425	5926274	4
45384564	19702991	1
27853562	5377048	2
12049787	39540817	1
33416874	18921468	1
41491568	22415084	1
26477763	40763470	1
2160845	37320698	1
36514594	14524215	1
28908315	20101626	4
27182684	3030866	2
27790208	979453	2
31131635	1513797	1
2953534	27965621	2
7847213	46602081	9
7553648	21908506	4
42562048	13658309	1
17977989	35199104	1
709049	19679953	1
15106180	6408313	2
16467484	38273265	1
16053763	48863537	1
32012267	3685910	1
30499797	44746794	1
31460273	1409043	4
50071649	759402	2
27597294	24697037	19
6694190	16512755	1
11075857	27245175	1
31946092	1804115	1
12032419	15141762	1
38884301	31459702	1
19619258	43275958	4
22980105	5223845	2
4024836	48511811	1
48931652	12605882	1
24220329	13112915	1
4626312	8660969	1
17424076	17832117	1
20196077	8354158	1
4927747	16100258	1
28908315	50993866	5
33442624	46144006	1
8042154	48811347	1
27376861	22206147	1
51509105	690950	1
24635684	33078997	1
35934788	42124777	7
31675876	44981493	1
37298966	31181459	1
8223904	29359255	1
24660977	25421848	2
15930744	33023652	1
24518777	20996491	2
26324104	17614638	1
11961286	33892282	2
41573502	4755614	3
46751956	23852014	2
42414289	48209144	2
43383961	26734377	1
44972071	10688813	1
10888544	45932065	1
38019649	9594784	1
9008947	36536702	1
35265681	19226682	1
30941671	7553648	1
48925234	41041437	3
28588562	20873106	3
46711856	6159676	2
41936365	42599396	2
34430627	30819069	1
39375274	13664094	1
48726014	12100688	3
25763292	14966817	1
27341417	50878575	6
14779880	27810232	6
45116966	10590869	1
15217753	51305342	1
41136578	32173982	1
37527708	3410832	1
22737312	1191122	2
47812470	17431585	1
12679787	8536609	2
26503202	8356001	1
15902932	8034261	1
31826353	46539562	1
15461251	25284555	1
7553648	51374704	1
5292666	23095001	1
16263678	51580658	4
41678860	21156178	1
3178919	781840	1
19325628	24635618	8
17105782	22158471	5
8740070	15074517	1
16138592	4024836	2
33666201	6592425	1
22292435	42233430	2
39595474	18857164	3
14772367	3154060	1
50817848	42212711	1
1845188	3893002	3
41918777	640269	1
33072551	10247092	1
41041437	3751170	11
11199437	45057745	6
45183111	47035960	2
18912812	6229125	1
11567170	31017198	3
6408313	48494994	1
1191122	12835075	3
32247690	31478892	1
41242951	960263	2
25220278	6732714	2
5084354	4622579	2
34894627	5863880	1
37079901	27614608	1
45514854	11196078	1
33114292	50944644	1
2743137	47148733	3
50664919	22972871	1
36535296	41041437	12
35665306	8839888	1
23123204	38122539	1
36177630	37675890	1
43383961	40659346	3
30037924	39807390	1
37116319	38967719	5
32762861	36022600	1
20894081	27477957	2
9589006	11110297	2
40801457	1763794	2
17492160	1053906	4
31692692	17177285	1
6899116	11960795	1
9484585	598018	1
36177630	30819069	1
34679309	37078617	1
25416041	3016818	1
3821621	21460748	2
20180472	21811010	1
16936753	28181413	6
21265394	3562239	1
2598228	35265681	1
21558751	23883184	1
49701711	37675890	1
21964500	6159676	3
33262379	48622945	1
8481075	13194298	3
5518511	4081205	1
8548694	8537574	1
39092465	9908942	2
5926274	4611563	1
18912812	5873159	3
5396209	22371030	3
23895091	48131432	1
51507663	986514	1
11778281	40945893	2
1258636	7416283	1
34757221	25727202	1
45717564	6318608	2
28863534	4649772	1
17431585	51374704	1
1802147	51507663	1
18912069	30084098	1
28190635	42426239	1
21265394	5819397	1
43905518	28588562	1
35221942	3562239	1
27403179	16728302	1
6479596	12531120	2
8833495	31462507	1
21427385	44972071	1
12682194	37757290	1
34294691	18228225	1
34046326	1527413	2
39597408	43933885	1
25483199	38400322	1
7847213	612732	1
9071613	18692874	1
18939139	1744895	1
8237590	24848993	1
28472873	10403651	3
41411497	25532037	1
7553648	18198977	1
13724093	28644302	3
26321118	47332281	5
3117686	48084433	3
43328035	3851374	1
2469775	42167341	1
626227	44229438	1
9124724	31536734	7
31965547	4024836	11
20801535	14916848	1
4770410	50839549	3
24038481	14941681	1
17651248	47871913	1
47955889	7348629	1
6318608	3816711	1
32104971	6307652	1
45579400	50472580	1
28796277	40551555	2
3942613	23480274	2
10231706	13664094	2
17861922	18473715	1
47721010	28790787	9
16138592	43387731	1
18133422	37583750	10
51494054	41941182	1
40551555	28796277	2
40687729	13254869	1
847696	12322224	1
7553648	12057222	1
13794609	12355852	1
15986782	22807793	1
12878333	23122383	1
8329513	33488423	1
31181459	50502462	2
5873159	45368309	2
7545493	24117529	1
21009435	35916956	1
24488041	29211362	10
2796622	19068275	2
45723113	50975372	1
14941681	29075660	1
19734065	43328035	1
4099723	25754568	1
26407540	12531120	1
10263230	22779723	1
12948963	1129486	1
51164094	45507273	1
44229438	936777	2
49958409	49086044	1
31553069	6746886	1
28214463	17901713	3
30980362	37298966	1
8208496	35461633	2
11853005	20096149	13
6889461	21558751	1
18191625	34597930	1
10121684	138246	1
11131349	5809897	1
49960560	17038578	1
38272626	8312951	7
14476281	13675907	3
41139446	41941182	1
15140816	24809956	2
12862764	19239005	1
27743357	31686388	1
25307973	30678092	2
10442956	22371030	7
23870591	29439455	1
34283841	34164256	1
42103349	41141105	5
39807572	8127545	2
41041437	38878941	1
27639999	8791141	2
45702474	25380980	1
24251320	25483199	1
12570390	30084098	4
7996070	29132348	1
8286662	45978433	1
9417798	22843837	1
16999306	36617297	2
43658252	13675907	7
38390427	46898272	1
47020675	29211362	2
18133422	46174115	1
20757944	18473715	1
25284555	40783716	1
15915945	41518504	2
14592532	31693605	1
15311510	6554168	1
27639999	51314467	1
40801457	38336720	1
18124705	37964706	2
5010138	26855226	1
15306780	42688079	1
33538769	25668948	1
465282	24809956	3
18836939	41141105	5
46539562	4081205	8
42233430	1920558	1
20464308	33575570	6
43432776	1618441	3
707843	30980087	1
38620500	35073232	1
51249577	34890173	1
40864903	14884926	1
13758669	25380980	3
43715108	26985784	1
28214463	11853005	2
25532037	20924881	1
7185347	37880602	1
47576898	39396712	1
39390420	12322224	1
1409043	2947288	5
12942755	12093333	4
39365930	12622051	1
34918066	6617744	1
13840044	37074412	1
45204458	7565379	1
26384092	33788660	3
15500196	37665885	1
4508960	19521885	2
13658309	26890258	1
3291765	5010167	1
2950613	11945683	6
3685910	27965621	2
31459702	41041437	2
25307973	36532677	1
47812470	15438920	1
28472873	42103349	12
12480256	13469816	1
18512875	4027861	2
43794725	16800370	2
35165814	31107459	1
24809956	14270865	1
51291470	32853064	1
18507234	17614638	1
22807793	9464994	1
39938087	29132348	1
31130403	31857200	2
31017198	14773927	1
32240113	16750373	1
8501509	45051129	2
2968127	17991747	1
23626780	17578693	2
47248524	36210296	1
22660016	16537206	1
43743897	26411936	1
26287660	34227371	1
2270188	25735692	3
28241864	44945635	2
47164458	9238564	1
51575744	10036948	2
1879018	26041806	1
25532037	3567062	1
48900855	49709315	1
24005100	47257346	2
45744849	6890926	1
44384064	46333041	1
2978731	1954605	1
45057745	3292432	2
38184867	27385841	1
19997533	34160633	1
31128412	32309344	1
779721	48811347	1
48796730	1647747	1
8437702	15418445	4
1023857	34855476	5
45204458	20101626	1
19913008	50396154	2
6194746	19311742	2
5271213	40994916	1
48349951	43230235	1
3994091	12386472	2
47164458	2576965	1
36033227	4834536	4
50839549	5232967	6
33283559	5790895	1
12151129	5899231	1
30803303	41041437	1
8660969	19491139	1
30430056	7215578	1
14893743	9836925	12
30192704	33887674	1
31889688	34496954	1
9026626	50341226	3
32320127	39059060	1
19129800	13299312	1
6076734	32684475	6
31555571	49797839	7
31686388	17524544	1
18124705	31259881	2
7603397	33873897	1
27954310	50182069	1
48016263	7847672	6
32696383	49709315	3
48598614	42012841	2
598018	7965926	4
12370133	47257346	2
14772367	9798502	1
2502862	49687056	1
38172734	40801457	2
35278035	29475516	3
21154524	15971006	1
48084433	51507663	2
47583753	49432534	1
9810978	42293150	3
47814375	10365531	1
1808161	51294462	1
29340035	45138878	1
5819397	45065687	3
17461947	15121874	1
2470056	45514854	1
7598474	12100688	11
19785905	43328035	1
26726920	24110323	1
9037225	19619337	1
4508960	35971648	2
2543775	42105094	1
50472580	30128063	12
45257160	18740686	1
24405456	18435501	1
49741993	27795252	2
26186714	8830438	1
34793670	28040535	11
3474352	43230235	3
27797291	7969033	2
24051635	17260142	1
44229438	28689222	2
15347172	40783716	1
32015605	28509281	1
29925569	35265681	1
2433201	21908506	7
1368738	13022444	1
12377560	12878333	2
50001380	46784496	1
19702991	24856262	1
28007960	17171489	1
21218086	13749866	1
28808272	26343984	2
22807793	38307169	2
31077247	15698572	2
8745592	30084098	9
2594904	27965621	1
41729920	9545443	3
13124145	30254803	1
673878	3172327	1
41678860	9557261	1
21386410	33483183	1
19259583	6835359	5
38649204	26368318	1
31424140	12892815	1
25307973	16460091	1
48737802	41352253	1
32986714	15193316	1
4869901	50502462	1
39435402	25380980	3
15438920	51374704	1
33386121	41948676	1
24110323	5030146	1
4834536	36033227	4
12387727	30296692	4
28689222	34071924	1
30011598	15074517	1
13794609	34393400	6
40784805	21010252	1
1295987	24635618	1
43328035	49332887	8
4004446	45586815	6
30842442	21386410	1
7734879	4117945	1
39909182	7444274	1
43036827	4081205	3
37282017	8740070	3
2397852	15545243	2
15217753	8491755	1
47041330	38257079	1
39746881	20194669	1
413567	10818383	4
12387727	33319155	1
7650429	43433254	1
1504998	2286498	1
4304402	38019649	1
35057144	14750093	1
32804293	7545493	1
18404624	50976908	2
42016773	19045163	1
4508960	4539569	2
8668524	17187372	2
9045429	25568272	1
7145611	24774807	3
36231684	3994091	2
19041886	49859808	1
26287660	19093609	1
1274679	51565162	1
22652398	31259881	1
48084433	4641931	1
8329513	43442478	1
46019942	31889688	1
1791959	31181459	5
51123363	36712921	1
21908506	20742911	2
34137051	13840002	1
42012841	5437202	1
41136578	43195480	1
13642134	34137051	1
31926637	16232425	1
51039109	12169030	2
34981419	41041437	3
22934240	38501160	1
25746232	43036827	1
46889353	19391288	1
12682194	10121684	1
20147594	42452438	1
42452854	24933155	3
46207074	42381493	1
7553648	25443214	33
38231440	35461633	10
29164225	41798961	6
28938260	7145611	1
48084433	37733940	1
32681367	22783942	1
20915824	37527708	1
37320698	49649964	1
50200370	41028506	1
24040270	4622579	2
34861779	16445104	1
12663027	9657725	2
51525277	19129800	1
26324104	44972071	1
1710765	13136630	1
19906166	38344016	1
19896060	31259881	1
4842134	18026826	1
44291363	29402329	1
16467484	1053906	5
46224246	14941681	1
37350832	19803747	1
8391327	42688079	1
20298893	49495913	1
45057745	15698572	1
11060713	4615099	3
45020660	12936926	1
32012283	22206147	1
9246190	45978433	1
33136678	27403179	5
18117183	35461633	1
31228324	17175279	2
13712718	13500710	1
38620500	25402623	1
43905518	34769212	4
49804602	4778297	2
480781	176533	3
40203107	47593545	1
1795539	2581730	1
13664094	25735692	1
49848535	16938545	1
34194349	9039570	1
36597913	33538769	2
38487792	28048989	3
21750793	31536734	4
14750093	26587299	2
30084098	19043362	4
7921298	6405972	1
33800547	2581730	4
26907017	34919216	1
21386410	29250289	2
23485291	16651075	1
7088909	24635618	1
