Source;Target;Weight
27770935;12100688;2
28555855;12100688;1
30891085;12100688;4
33642640;12100688;2
34348001;12100688;1
34982892;12100688;7
36230764;12100688;3
37273577;12100688;1
37926710;12100688;1
43353706;12100688;1
43383961;12100688;4
43581697;12100688;1
44904659;12100688;1
46044303;12100688;4
46602081;12100688;20
46790804;12100688;8
47814375;12100688;1
48066140;12100688;1
48726014;12100688;1
32787573;12107290;2
37607456;12107290;2
41936365;12107290;2
50577583;12107290;1
19178325;12112459;1
47041330;12112459;1
2581430;12169030;1
6647301;12169030;1
18519235;12169030;1
21325318;12169030;1
23522193;12169030;1
24062002;12169030;1
25369911;12169030;1
28975122;12169030;1
31965149;12169030;1
32762861;12169030;1
32986714;12169030;2
35461633;12169030;1
35665306;12169030;4
43337026;12169030;1
47288421;12169030;2
2382511;12223530;1
23465562;12223530;1
17655386;12238123;1
13794609;12355852;1
17452215;12355852;1
25594480;12355852;1
42842598;12355852;1
13404745;12368144;1
25499637;12368144;1
1051796;12391891;5
3379361;12391891;4
7847672;12391891;3
25483199;12391891;5
25546605;12391891;1
46337908;12391891;2
50961064;12391891;2
10361078;12392841;1
5088948;12409125;1
24225986;12409125;1
38529012;12409125;1
41041437;12409125;1
87304;12498238;1
5431000;12498238;1
7847213;12498238;1
9657725;12498238;4
10843591;12498238;4
15405165;12498238;1
44414570;12498238;1
46268944;12498238;1
10843591;12605870;1
12100688;12605870;1
37273577;12605870;1
9657725;12663027;2
47531681;12663027;2
19391288;12691945;3
21577092;12691945;1
23522193;12691945;1
27667334;12691945;1
32712961;12691945;1
35461633;12691945;1
41436222;12691945;1
44316746;12691945;1
49065650;12691945;1
9557261;12734636;1
16441789;12734636;1
17105782;12734636;1
31259881;12734636;1
35861256;12734636;1
50246434;12734636;1
35665306;12774287;1
15445615;12832681;2
27341417;12832681;1
37607456;12832681;2
49827539;12832681;1
50878575;12832681;1
1791959;12860515;1
11516994;12860515;1
13723858;12860515;1
22195484;12860515;1
25794676;12860515;1
30084098;12860515;1
44522359;12860515;1
6647301;12876959;1
37607456;12876959;1
44990825;12876959;1
51499432;12876959;1
12093333;12942755;1
30611292;12942755;1
35461633;12942755;1
42761296;12942755;1
10590869;13004190;2
22371030;13004190;2
26587299;13004190;3
30980088;13004190;1
41571458;13004190;2
969535;13100230;3
10843593;13100230;1
15405165;13100230;1
31130137;13100230;2
38019649;13100230;1
40641734;13100230;1
43564204;13100230;3
823759;13112915;2
969535;13112915;3
5252009;13112915;1
14600871;13112915;12
14926442;13112915;2
14929638;13112915;6
18473715;13112915;5
23976033;13112915;2
28187182;13112915;5
31984723;13112915;1
36030110;13112915;5
38019649;13112915;3
17408954;13238063;1
21577092;13238063;1
24015095;13238063;1
33196580;13238063;1
43645248;13238063;1
2660483;13246097;1
6835359;13246097;1
9557261;13246097;1
26041806;13246097;1
28469491;13246097;1
47840748;13261119;1
9354408;13364635;1
28992487;13364635;1
12368144;13404745;1
25499637;13404745;1
43379801;13404745;1
17952058;13536223;1
23485335;13536223;1
23916162;13536223;1
43204348;13536223;1
49804602;13536223;1
17835781;13589104;3
28241864;13589104;2
31400609;13589104;1
42103349;13589104;4
47041330;13589104;1
47347399;13589104;1
3740076;13653577;1
1404557;13675907;2
3056605;13675907;1
14476281;13675907;2
20859835;13675907;4
22371030;13675907;5
26587299;13675907;5
32548567;13675907;1
37298966;13675907;1
40241868;13675907;1
41571458;13675907;6
41720858;13675907;1
42031685;13675907;1
43658252;13675907;3
47058525;13675907;1
46982903;13684250;1
4381090;13704505;1
20915824;13704505;1
7603397;13705038;1
44479017;13705038;1
1791959;13723858;1
11516994;13723858;1
12860515;13723858;1
22195484;13723858;1
25794676;13723858;1
30084098;13723858;1
44522359;13723858;1
17203457;13765732;1
33108070;13765732;1
12355852;13794609;1
17452215;13794609;4
25594480;13794609;5
34186742;13794609;2
42526406;13794609;1
42842598;13794609;1
43204348;13794609;1
5437202;13891528;1
6136225;13891528;1
7047261;13891528;1
7088878;13891528;1
26985784;13891528;1
42012841;13891528;1
42562048;13891528;1
48503861;13891528;1
49120002;13891528;1
33450475;13935355;1
805693;14055009;1
8294253;14055009;1
28579913;14055009;1
43525927;14055009;1
19245004;14061699;1
6788652;14099874;1
7039531;14099874;1
8758659;14099874;1
15174543;14099874;1
36402444;14099874;1
46004250;14099874;1
9071613;14128191;1
15997915;14128191;1
7594511;14423923;1
18665402;14423923;1
45833557;14423923;1
4914576;14476281;1
13675907;14476281;2
20859835;14476281;4
22371030;14476281;4
23945305;14476281;1
26587299;14476281;3
33072551;14476281;1
41571458;14476281;2
43658252;14476281;4
1010450;14485170;1
12100688;14485170;1
19882354;14485170;1
25706166;14485170;1
34982892;14485170;1
43383961;14485170;1
4104924;14504178;1
2558746;14582031;1
43972767;14582031;1
40525737;14589606;1
823759;14600871;2
969535;14600871;3
5252009;14600871;1
13112915;14600871;12
14926442;14600871;1
14929638;14600871;4
18473715;14600871;4
23976033;14600871;2
28187182;14600871;5
36030110;14600871;4
38019649;14600871;3
3642687;14696334;1
17871960;14696334;1
3809439;14750093;3
10230824;14750093;4
25875404;14750093;1
35057144;14750093;1
43867070;14750093;1
47580210;14750093;1
23045667;14801900;5
28472873;14801900;2
45446379;14801900;1
48028793;14801900;1
8014871;14827273;1
43353706;14827273;1
10137301;14884926;4
15642184;14884926;3
38362368;14884926;2
969535;14926442;1
13112915;14926442;2
14600871;14926442;1
18473715;14926442;1
28187182;14926442;1
31984723;14926442;1
36030110;14926442;1
38019649;14926442;1
969535;14929638;1
