Source;Target;Weight
2161723;5860847;1
28246132;5860847;1
32591985;5860847;1
47188425;5860847;1
19936939;5896965;1
21885093;5896965;1
26631063;5896965;1
48582211;5896965;1
1409014;5902583;5
17112318;5902583;4
12305327;5952384;1
14999155;5952384;1
24702457;5952384;1
27084307;5952384;1
28148757;5952384;1
49523218;5952384;1
32523949;6083015;1
40285925;6120440;1
31676112;6121371;1
36257110;6121371;1
23843630;6134930;1
43175076;6134930;2
10783781;6172600;6
34360497;6215521;1
4611476;6261907;1
20381744;6261907;9
34976263;6261907;5
48754962;6261907;5
7150138;6280161;1
27721570;6280161;1
28946155;6280161;1
30836447;6280161;1
38277271;6297741;1
1081700;6306275;1
10685026;6306275;1
17227940;6306275;1
18247575;6306275;5
21449745;6306275;6
30149275;6306275;8
34163082;6306275;1
51255420;6306275;1
7150138;6322528;1
7158242;6322528;1
15755494;6322528;1
24601879;6322528;1
26013239;6322528;1
28005723;6322528;1
28246132;6322528;1
30836447;6322528;1
33229936;6322528;1
51142736;6322528;1
2698035;6345495;1
2924431;6345495;1
12071549;6345495;1
17101871;6345495;1
28246132;6345495;2
34759769;6345495;1
47366373;6345495;1
8620342;6368575;1
26186637;6386330;1
33215457;6386330;1
39434645;6386330;1
440164;6398438;1
27033442;6398438;1
33409048;6398438;1
34218180;6398438;1
42687407;6398438;1
26802438;6407379;4
35581903;6407379;4
440164;6481973;1
4583474;6481973;1
10460030;6481973;1
11786388;6481973;1
14984110;6481973;1
27033442;6481973;1
42687407;6481973;1
30149275;6514317;1
14226177;6514318;1
44930319;6514318;1
41278472;6515479;1
48024164;6515479;1
24702457;6660046;1
26161668;6660046;2
28148757;6660046;1
30149275;6660046;1
37459221;6660046;1
817795;6664607;1
3904602;6664607;1
34499508;6664607;1
28148757;6692344;4
48969347;6692344;2
10384049;6771411;1
33102802;6771411;1
696942;6783060;2
27051207;6783060;1
31518219;6783060;1
33409048;6783060;2
34642681;6783060;1
40151615;6783060;1
43493126;6783060;1
8844786;6783901;1
34768967;6783901;1
51180691;6783901;1
35581903;6820934;2
44426262;6820934;2
2161723;7034159;1
28246132;7034159;1
846553;7081877;1
2748878;7081877;1
8122767;7081877;4
8203622;7081877;7
14871151;7081877;5
15619368;7081877;6
16074261;7081877;1
17224810;7081877;5
19984191;7081877;1
26707294;7081877;5
27923347;7081877;1
31951933;7081877;3
37678245;7081877;1
44819160;7081877;3
817795;7093072;1
5278796;7093072;2
34499508;7093072;2
37459221;7093072;3
47207948;7093072;2
6280161;7150138;1
6322528;7150138;1
15755494;7150138;1
24601879;7150138;1
27721570;7150138;1
28246132;7150138;1
28946155;7150138;1
30836447;7150138;2
6322528;7158242;1
26013239;7158242;1
28005723;7158242;1
33229936;7158242;1
51142736;7158242;1
23231474;7182565;1
47081364;7182565;1
47557740;7182565;1
26013137;7190304;1
26161668;7190304;1
28148757;7190304;1
29018148;7190304;1
31561791;7190304;1
39446176;7190304;1
44232633;7376547;1
10917490;7562837;1
21415102;7562837;1
25200753;7562837;1
